User ID,Name,Age,Gender,Sexual Orientation,Location,Education,Occupation,Height (in cm),Smoking/ Drinking preferences,Religion,Relationship goals,Horoscope,Verification,Blocked users,Liked users,Disliked users,Matches,Preferred_gender,Distance_radius(in KM),Compatibility_factors,Question_id,Category,Question,Message_id,User_id,Time_started,Time_closed,Deleted_conversation
226,Robbyn Lalonde,25,Male,Heterosexual,Antipolo City,In grad school,Web Developer II,155,0,Catholic,Relationship,Capricorn,0,242,120,29,1000,Female,49,Shared Interests,90,5,When do you feel at your sexiest?,436,632,10:58 PM,12:03 PM,0
227,Dougie Tuer,30,Male,Bisexual,Angeles City,In grad school,Food Chemist,243,1,Catholic,Marriage,Pisces,0,587,391,917,864,Male,97,Shared Hobbies,722,2,What would you do on a rainy Sunday?,964,555,7:23 AM,6:24 PM,1
228,Haley Birds,18,Male,Homosexual,Tarlac City,High school,Social Worker,140,0,Atheist,Don't know yet,Taurus,1,850,496,362,854,Male,18,Shared Interests,663,4,What's your go-to feel good movie or series?,7,724,12:55 PM,9:03 AM,0
229,Maud Ondrousek,20,Female,Pansexual,Bacoor,Undergraduate degree,Compensation Analyst,157,0,Buddhist,Something casual,Sagittarius,1,533,737,722,453,Female,37,Shared Interests,409,2,When do you feel at your sexiest?,352,855,9:09 PM,4:53 PM,0
230,Bertrando Beeson,21,Male,Heterosexual,Lipa City,Undergraduate degree,Assistant Media Planner,155,0,INC,Don't know yet,Taurus,0,908,175,722,643,Male,65,Shared Interests,824,1,What's the first thing you find attractive in someone?,145,831,12:57 AM,4:18 PM,0
231,Lishe Chettoe,19,Male,Asexual,San Jose del Monte,Undergraduate degree,Help Desk Operator,203,0,Christian,Marriage,Sagittarius,0,81,314,832,129,Female,28,Shared Interests,678,4,What's the funniest nickname someone has for you?,585,604,2:42 PM,2:11 PM,0
232,Massimiliano Comsty,30,Male,Asexual,Angeles City,In college,Database Administrator III,141,0,Agnostic,Something casual,Pisces,0,806,462,188,337,Male,68,Shared Values,262,5,What's something you've done and will never do again?,604,289,6:31 AM,9:05 AM,0
233,Erin Bithell,37,Male,Homosexual,Cebu City,High school,Financial Analyst,194,0,Hindu,Relationship,Sagittarius,1,561,187,911,368,Female,50,Shared Interests,52,5,What's something you've done and will never do again?,149,567,1:32 AM,5:31 AM,1
234,Marga Skeech,34,Female,Asexual,San Fernando,Graduate degree,Human Resources Assistant III,188,1,Catholic,Marriage,Cancer,1,689,72,364,949,Genderfluid,97,Shared Values,831,4,When do you feel at your sexiest?,775,240,9:53 AM,3:07 PM,0
235,Thibaut Prahl,34,Female,Pansexual,Pasig,In grad school,Web Developer IV,235,0,Hindu,Something casual,Aquarius,0,166,411,32,438,Male,11,Shared Values,369,1,What's something you've done and will never do again?,236,623,9:08 PM,11:38 AM,0
236,Lusa Copson,35,Male,Heterosexual,Lipa City,In grad school,Physical Therapy Assistant,241,0,Hindu,Relationship,Aquarius,0,962,345,567,512,Genderqueer,83,Shared Interests,393,1,What's your go-to feel good movie or series?,221,444,1:04 PM,7:13 PM,1
237,Marlee Drewson,21,Female,Asexual,Zamboanga City,High school,Marketing Assistant,246,0,Born Again Christian,Something casual,Gemini,0,79,467,430,955,Genderqueer,9,Shared Interests,174,4,What would you do on a rainy Sunday?,409,259,9:58 AM,4:14 AM,0
238,Whittaker Couronne,24,Male,Pansexual,Pasig,Undergraduate degree,Pharmacist,138,1,Christian,Something casual,Taurus,0,167,875,407,490,Polygender,26,Shared Values,717,4,What would you guess about me that isn't on my profile?,788,807,10:23 PM,2:33 AM,0
239,Harland Olcot,39,Female,Bisexual,Naga City,High school,Social Worker,249,1,INC,Don't know yet,Libra,1,864,8,885,666,Male,38,Shared Interests,696,3,What's your go-to feel good movie or series?,153,420,1:30 PM,6:16 AM,0
240,Tatum Elwel,31,Female,Asexual,Taguig,In grad school,Web Designer III,193,1,INC,Something casual,Leo,1,800,15,927,610,Female,60,Shared Hobbies,373,3,What's the first thing you find attractive in someone?,995,274,7:23 PM,7:14 PM,0
241,Randy Halward,28,Male,Homosexual,Taguig,In college,Marketing Assistant,149,1,Buddhist,Marriage,Taurus,0,790,735,760,545,Female,61,Shared Hobbies,234,5,What's your impression of me from my profile?,135,570,2:17 PM,6:28 PM,0
242,Cole Minton,26,Genderqueer,Asexual,Bacolod,In college,Financial Analyst,232,0,Hindu,Don't know yet,Leo,1,147,881,933,400,Male,57,Shared Interests,182,5,When do you feel at your sexiest?,364,263,8:17 PM,12:53 PM,1
243,Claudian Scamp,28,Male,Pansexual,San Fernando,Graduate degree,Business Systems Development Analyst,165,1,Christian,Relationship,Virgo,1,988,765,573,231,Male,82,Shared Hobbies,575,1,What's something you've done and will never do again?,231,277,2:52 AM,2:01 AM,0
244,Aldridge Jenik,35,Female,Asexual,Lapu-Lapu City,In grad school,VP Marketing,133,0,Atheist,Something casual,Pisces,0,81,331,876,939,Male,55,Shared Hobbies,77,4,When do you feel at your sexiest?,299,136,2:10 AM,11:21 AM,0
245,Hagen Grolle,39,Male,Heterosexual,Lucena City,High school,Editor,214,0,Atheist,Relationship,Scorpio,0,487,516,710,7,Genderqueer,71,Shared Values,426,2,What's the first thing you find attractive in someone?,52,193,6:45 AM,1:36 AM,0
246,Tawsha Syversen,35,Female,Pansexual,Iloilo City,High school,Accounting Assistant III,188,0,Catholic,Relationship,Capricorn,0,627,305,381,421,Female,20,Shared Hobbies,557,3,What's the first thing you find attractive in someone?,5,349,11:50 AM,12:37 AM,0
247,Colman Buffin,26,Male,Asexual,San Fernando,Graduate degree,Nurse,230,1,Agnostic,Marriage,Aquarius,1,279,783,595,490,Male,40,Shared Hobbies,606,4,When do you feel at your sexiest?,997,720,7:42 PM,9:10 AM,0
248,Roy O' Reagan,34,Female,Pansexual,Baguio City,In grad school,Help Desk Technician,136,0,INC,Something casual,Pisces,0,802,783,245,70,Male,19,Shared Values,311,2,What's your impression of me from my profile?,764,523,1:38 PM,2:23 PM,0
249,Gherardo Ambrogio,31,Genderqueer,Homosexual,Parañaque,Graduate degree,Marketing Assistant,206,0,INC,Something casual,Sagittarius,1,341,977,412,570,Male,16,Shared Hobbies,861,1,What's something you've done and will never do again?,930,689,1:06 AM,1:46 AM,1
250,Brad Gherardi,17,Bigender,Heterosexual,Davao City,In grad school,Quality Engineer,161,1,Christian,Don't know yet,Scorpio,1,484,978,317,443,Male,70,Shared Hobbies,884,5,What's a really sexy name for someone?,484,628,10:56 PM,2:40 PM,0
251,Barbette Marney,33,Non-binary,Pansexual,Cagayan de Oro City,High school,GIS Technical Architect,201,1,Hindu,Don't know yet,Virgo,1,532,833,550,108,Female,97,Shared Hobbies,164,5,What's the funniest nickname someone has for you?,280,88,2:30 AM,2:32 PM,1
252,Horatio Dann,35,Male,Bisexual,Manila,Undergraduate degree,Clinical Specialist,241,1,Christian,Don't know yet,Libra,1,844,936,680,89,Male,17,Shared Hobbies,716,3,What's something you've done and will never do again?,770,211,11:38 PM,4:40 PM,1
253,Jessy Murtimer,28,Female,Asexual,Tacloban City,Graduate degree,Technical Writer,153,1,Agnostic,Relationship,Aquarius,1,829,409,771,722,Female,84,Shared Values,825,1,What's a really sexy name for someone?,721,713,8:54 PM,8:54 AM,1
254,Igor Ciottoi,27,Female,Homosexual,Legazpi City,In grad school,Engineer III,203,0,Atheist,Something casual,Scorpio,0,649,760,182,530,Male,32,Shared Values,584,2,What would you guess about me that isn't on my profile?,454,16,6:12 PM,5:31 PM,1
255,Gilburt Brearty,27,Male,Pansexual,Tacloban City,In college,Speech Pathologist,133,0,INC,Something casual,Leo,1,258,165,677,885,Male,75,Shared Interests,121,3,What's the funniest nickname someone has for you?,511,901,10:04 PM,11:31 PM,1
256,D'arcy Danskine,36,Female,Asexual,Bacoor,In grad school,Account Coordinator,182,1,Agnostic,Marriage,Cancer,0,397,523,241,746,Male,85,Shared Interests,697,2,What's your impression of me from my profile?,577,460,1:02 AM,4:56 PM,0
257,Kalli Cockren,23,Male,Homosexual,Quezon City,In college,Research Nurse,213,0,INC,Something casual,Aquarius,1,887,632,861,278,Female,91,Shared Interests,175,3,What's your go-to feel good movie or series?,980,628,8:09 PM,2:44 PM,0
258,Taite Ringe,18,Female,Pansexual,Quezon City,In grad school,Web Designer II,136,1,Atheist,Marriage,Cancer,1,826,5,920,486,Male,13,Shared Values,886,2,What's the first thing you find attractive in someone?,170,780,4:31 AM,9:50 PM,0
259,Ennis Patrie,26,Female,Bisexual,Manila,In grad school,Junior Executive,228,1,Atheist,Relationship,Aquarius,1,55,945,588,651,Male,97,Shared Interests,889,3,What's something you've done and will never do again?,932,689,7:57 PM,6:05 PM,1
260,Beaufort Arrol,34,Female,Heterosexual,Tacloban City,High school,Pharmacist,197,0,Buddhist,Marriage,Taurus,0,107,484,678,62,Male,64,Shared Interests,713,1,What would you guess about me that isn't on my profile?,456,655,8:04 AM,2:02 AM,0
261,Doy Roston,25,Female,Asexual,Parañaque,Undergraduate degree,Senior Developer,166,1,Christian,Marriage,Taurus,0,696,165,156,630,Male,70,Shared Values,83,4,What would you guess about me that isn't on my profile?,420,417,6:10 AM,6:51 AM,1
262,Ruthy Hince,21,Polygender,Pansexual,Lipa City,Undergraduate degree,Geological Engineer,208,0,Born Again Christian,Don't know yet,Pisces,1,334,358,61,364,Female,69,Shared Values,623,3,Who's your favorite LGBTQ+ icon and why?,748,693,9:40 AM,9:20 AM,1
263,Gilbertine Seaborn,25,Female,Bisexual,Zamboanga City,In college,Sales Associate,189,0,INC,Don't know yet,Aquarius,1,28,137,40,547,Female,18,Shared Hobbies,811,1,What would you do on a rainy Sunday?,575,596,4:13 AM,11:04 PM,1
264,Ernestine Plak,37,Polygender,Homosexual,Pasig,High school,Senior Cost Accountant,195,1,Born Again Christian,Don't know yet,Cancer,1,709,520,571,240,Female,85,Shared Interests,596,4,What's something you've done and will never do again?,952,707,8:11 AM,4:16 PM,0
265,Sasha Keddle,28,Female,Pansexual,Taguig,High school,GIS Technical Architect,142,1,Atheist,Don't know yet,Sagittarius,0,329,250,511,393,Male,38,Shared Hobbies,81,1,What's the first thing you find attractive in someone?,14,634,1:33 AM,9:49 PM,1
266,Emerson Caulwell,36,Male,Homosexual,Antipolo City,Graduate degree,Research Associate,235,1,Christian,Marriage,Gemini,0,260,920,425,992,Male,38,Shared Hobbies,841,2,What would you do on a rainy Sunday?,151,509,11:08 AM,1:36 PM,1
267,Happy Dillinger,36,Female,Pansexual,San Jose del Monte,Undergraduate degree,Paralegal,137,1,Born Again Christian,Something casual,Sagittarius,1,6,452,246,310,Female,83,Shared Values,599,3,What would you guess about me that isn't on my profile?,248,623,12:49 AM,2:48 PM,1
268,Husein Ranklin,38,Female,Bisexual,Naga City,In grad school,Programmer IV,193,0,Hindu,Don't know yet,Virgo,1,460,636,245,247,Male,50,Shared Values,805,5,What would you do on a rainy Sunday?,893,960,8:57 PM,5:29 AM,0
269,Brock Roscam,18,Male,Heterosexual,Manila,Graduate degree,Electrical Engineer,206,1,Hindu,Relationship,Aquarius,0,583,413,607,291,Male,7,Shared Interests,806,2,What's something you've done and will never do again?,336,579,9:04 PM,2:20 PM,0
270,Viole McKenney,39,Female,Asexual,Zamboanga City,Undergraduate degree,Analog Circuit Design manager,170,1,Born Again Christian,Don't know yet,Cancer,1,607,243,289,722,Female,65,Shared Values,124,4,What's your go-to feel good movie or series?,329,952,4:01 PM,3:55 PM,0
271,Creight Stratz,34,Male,Asexual,Pasig,Undergraduate degree,Junior Executive,246,1,Hindu,Something casual,Taurus,0,791,957,308,153,Male,30,Shared Interests,835,4,What's the funniest nickname someone has for you?,647,557,12:36 AM,5:15 PM,0
272,Claudia Nosworthy,17,Female,Homosexual,Parañaque,High school,Social Worker,165,0,Born Again Christian,Relationship,Taurus,1,294,684,53,692,Female,40,Shared Hobbies,74,1,What's the funniest nickname someone has for you?,525,16,4:28 PM,3:39 PM,1
273,Maddi Larmour,19,Male,Heterosexual,Naga City,Undergraduate degree,Staff Scientist,136,1,Buddhist,Marriage,Virgo,1,393,823,305,807,Female,20,Shared Interests,863,2,What's something you've done and will never do again?,590,467,11:49 AM,3:05 PM,1
274,Kinnie Bayldon,30,Female,Bisexual,Antipolo City,Graduate degree,Environmental Tech,162,0,Born Again Christian,Relationship,Aries,0,143,218,767,218,Male,28,Shared Values,854,3,What's a really sexy name for someone?,648,690,11:28 AM,1:18 AM,0
275,Gratia Marvel,16,Female,Bisexual,Dasmarinas,High school,Analog Circuit Design manager,179,1,Born Again Christian,Marriage,Cancer,1,126,270,801,261,Female,41,Shared Hobbies,670,2,What would you guess about me that isn't on my profile?,342,452,1:54 AM,7:49 AM,0
276,Joanna Rowlin,39,Male,Bisexual,Pasig,In college,Media Manager IV,203,0,Agnostic,Don't know yet,Sagittarius,1,319,574,608,890,Female,24,Shared Interests,87,3,What's your impression of me from my profile?,692,932,10:16 PM,5:34 AM,1
277,Katherine Scandrite,17,Female,Asexual,Quezon City,In grad school,Assistant Manager,148,1,Born Again Christian,Something casual,Libra,1,817,575,659,654,Genderfluid,1,Shared Interests,309,3,What's a really sexy name for someone?,445,186,3:22 PM,2:21 AM,1
278,Rosina Bendin,33,Female,Pansexual,Lapu-Lapu City,In college,Recruiter,124,0,Buddhist,Relationship,Taurus,0,196,157,614,863,Female,39,Shared Values,29,4,What would you guess about me that isn't on my profile?,937,476,6:30 AM,9:14 AM,1
279,Tanney Bosenworth,33,Male,Heterosexual,San Jose del Monte,High school,Sales Associate,242,1,INC,Relationship,Taurus,0,494,350,221,580,Male,90,Shared Interests,953,3,When do you feel at your sexiest?,148,908,8:19 PM,2:36 PM,1
280,Letty De Few,33,Male,Bisexual,Lipa City,Undergraduate degree,Human Resources Assistant III,135,1,Buddhist,Something casual,Gemini,1,287,580,248,821,Female,71,Shared Hobbies,243,5,What's the funniest nickname someone has for you?,188,791,8:54 AM,5:52 AM,0
281,Becca Wycherley,27,Male,Bisexual,Angeles City,In grad school,Recruiter,242,1,Hindu,Relationship,Scorpio,0,435,211,336,171,Female,16,Shared Interests,12,2,What's a really sexy name for someone?,825,964,10:00 PM,12:09 AM,0
282,Penny McCawley,36,Female,Heterosexual,Tarlac City,Undergraduate degree,Research Assistant I,187,1,Hindu,Marriage,Scorpio,0,776,308,61,884,Female,44,Shared Hobbies,311,2,What's your go-to feel good movie or series?,806,29,8:15 PM,9:14 PM,1
283,Elsbeth Hayward,38,Female,Bisexual,Zamboanga City,High school,Financial Analyst,195,1,Buddhist,Something casual,Taurus,0,632,807,421,396,Female,57,Shared Hobbies,708,2,Who's your favorite LGBTQ+ icon and why?,814,195,11:20 AM,5:30 AM,0
284,Erek Cope,23,Female,Pansexual,Olongapo City,High school,Administrative Officer,146,0,Agnostic,Something casual,Capricorn,1,382,779,441,112,Male,59,Shared Interests,270,4,When do you feel at your sexiest?,257,856,5:54 AM,12:07 AM,0
285,Bondy Eastcourt,34,Male,Heterosexual,Tarlac City,Graduate degree,Help Desk Technician,150,1,INC,Relationship,Capricorn,0,646,36,883,471,Male,48,Shared Hobbies,999,3,What's something you've done and will never do again?,438,414,1:00 AM,5:52 AM,1
286,Brigham Brimilcombe,36,Female,Heterosexual,Pasig,In grad school,Operator,143,0,Christian,Something casual,Aquarius,0,55,199,761,325,Male,68,Shared Values,400,1,What's a really sexy name for someone?,651,926,11:31 PM,1:42 PM,0
287,Gay Clayill,16,Female,Heterosexual,Muntinlupa,Graduate degree,Web Developer I,241,1,Hindu,Something casual,Taurus,1,996,309,432,251,Male,45,Shared Hobbies,775,3,What's your impression of me from my profile?,309,206,12:43 AM,8:39 PM,1
288,Rich Bavester,31,Agender,Heterosexual,Zamboanga City,Graduate degree,Legal Assistant,131,1,Born Again Christian,Marriage,Libra,0,39,412,962,161,Male,41,Shared Interests,686,1,What's the funniest nickname someone has for you?,717,38,2:03 AM,12:42 AM,1
289,Darwin Dunbabin,18,Male,Bisexual,Zamboanga City,In grad school,Sales Associate,205,1,Hindu,Marriage,Aquarius,0,423,391,797,829,Male,27,Shared Hobbies,304,2,What would you do on a rainy Sunday?,290,580,10:57 PM,10:34 AM,1
290,Aura Holde,39,Female,Bisexual,Tarlac City,Undergraduate degree,Structural Engineer,135,1,Christian,Something casual,Taurus,1,465,860,445,525,Female,19,Shared Hobbies,952,2,What's your impression of me from my profile?,45,429,11:21 AM,7:17 AM,1
291,Brenden Rosenbaum,19,Female,Asexual,Zamboanga City,In grad school,Paralegal,209,1,Agnostic,Something casual,Capricorn,1,437,761,975,404,Male,59,Shared Values,862,3,What's your impression of me from my profile?,896,732,3:33 AM,8:52 PM,0
292,Martha Smalecombe,17,Male,Homosexual,Bacoor,In grad school,Electrical Engineer,192,1,Catholic,Marriage,Sagittarius,0,333,887,145,322,Female,49,Shared Values,783,4,When do you feel at your sexiest?,961,683,4:47 AM,10:12 PM,0
293,Kristofor Fontenot,31,Female,Pansexual,Makati,In grad school,Office Assistant III,124,0,Christian,Something casual,Capricorn,0,723,492,267,305,Male,21,Shared Hobbies,133,3,What's your impression of me from my profile?,565,485,1:44 PM,7:25 PM,1
294,Emmanuel Oppie,20,Female,Asexual,Dasmarinas,High school,Geologist II,148,0,INC,Relationship,Aries,0,156,218,506,823,Male,44,Shared Interests,655,1,What would you guess about me that isn't on my profile?,369,307,5:12 PM,9:51 PM,0
295,Janice Kneafsey,30,Polygender,Pansexual,Tacloban City,Graduate degree,Quality Engineer,132,0,Agnostic,Marriage,Pisces,0,559,689,170,314,Agender,4,Shared Values,342,4,When do you feel at your sexiest?,20,648,11:24 PM,7:10 PM,1
296,Clea Fonso,23,Female,Pansexual,Zamboanga City,In college,Data Coordinator,167,0,INC,Marriage,Virgo,0,916,622,689,641,Female,30,Shared Values,499,5,What's a really sexy name for someone?,624,899,2:37 PM,10:02 AM,1
297,Kerrie Headings,36,Male,Heterosexual,Bacolod,Undergraduate degree,Quality Engineer,148,0,Christian,Relationship,Pisces,0,126,772,561,898,Non-binary,45,Shared Interests,700,4,What would you do on a rainy Sunday?,504,979,4:42 AM,9:18 PM,0
298,Wilmer Duplain,28,Female,Bisexual,Davao City,In college,VP Marketing,229,0,INC,Something casual,Pisces,0,19,316,704,578,Male,82,Shared Interests,797,5,What's something you've done and will never do again?,160,732,8:17 PM,8:28 AM,0
299,Karia Aires,27,Non-binary,Asexual,Taguig,In grad school,Executive Secretary,153,0,Agnostic,Don't know yet,Pisces,1,919,82,654,212,Female,74,Shared Values,621,2,What's something you've done and will never do again?,531,203,7:08 AM,6:07 AM,1
300,Jud Readshaw,36,Male,Asexual,Pasig,In grad school,Product Engineer,208,0,Hindu,Relationship,Pisces,1,419,212,470,72,Male,70,Shared Interests,313,3,What would you do on a rainy Sunday?,278,589,7:19 PM,3:35 AM,1
301,Etta Purselow,39,Male,Bisexual,Lucena City,Graduate degree,Administrative Officer,168,1,INC,Don't know yet,Taurus,0,976,186,62,583,Female,82,Shared Hobbies,533,3,What's the first thing you find attractive in someone?,510,684,7:38 AM,2:28 AM,0
302,Roanne Harriss,23,Male,Heterosexual,Lapu-Lapu City,Graduate degree,Marketing Assistant,160,0,Born Again Christian,Don't know yet,Gemini,0,440,570,951,392,Female,25,Shared Interests,724,4,What's your impression of me from my profile?,220,933,7:21 PM,2:35 AM,1
303,Joey Vears,21,Male,Homosexual,Pasig,Undergraduate degree,Research Assistant I,245,1,Born Again Christian,Marriage,Virgo,1,951,844,227,83,Male,16,Shared Interests,821,2,What's a really sexy name for someone?,918,239,12:44 AM,2:43 AM,0
304,Ernesta Bednell,40,Female,Asexual,Cebu City,High school,Occupational Therapist,218,1,Atheist,Relationship,Leo,0,995,526,716,969,Female,75,Shared Values,946,1,When do you feel at your sexiest?,835,907,2:43 PM,6:34 PM,0
305,Nicki Neilson,33,Female,Homosexual,Antipolo City,In grad school,Programmer III,201,1,INC,Don't know yet,Aries,0,325,251,416,948,Female,41,Shared Interests,234,5,What's the funniest nickname someone has for you?,479,217,12:19 PM,4:34 AM,1
306,Nat Featherstonhaugh,23,Male,Homosexual,Muntinlupa,Undergraduate degree,Administrative Officer,154,1,Atheist,Something casual,Libra,1,854,241,240,758,Genderfluid,7,Shared Values,280,2,What would you do on a rainy Sunday?,232,310,6:58 AM,3:09 AM,0
307,Annalee Ager,35,Female,Pansexual,San Jose del Monte,High school,Senior Editor,192,1,Born Again Christian,Something casual,Scorpio,1,745,796,848,831,Female,89,Shared Values,292,4,What's something you've done and will never do again?,18,228,9:28 PM,12:34 AM,1
308,Barthel Bergen,31,Female,Bisexual,Manila,In grad school,Automation Specialist IV,178,0,Buddhist,Something casual,Leo,0,121,979,18,975,Male,71,Shared Values,262,3,What's something you've done and will never do again?,543,482,5:29 AM,5:57 PM,0
309,Orelie Eltun,35,Female,Asexual,Bacoor,Graduate degree,Statistician I,241,1,Agnostic,Marriage,Gemini,0,643,117,483,184,Female,56,Shared Hobbies,327,2,When do you feel at your sexiest?,942,554,1:33 PM,1:41 AM,1
310,Leif Arundel,36,Male,Heterosexual,Cagayan de Oro City,Graduate degree,Recruiting Manager,175,1,Atheist,Don't know yet,Scorpio,1,607,334,431,537,Male,40,Shared Values,212,5,When do you feel at your sexiest?,438,957,3:53 AM,11:35 AM,0
311,Orville Longthorne,35,Female,Pansexual,Bacolod,In college,Computer Systems Analyst I,214,1,Atheist,Relationship,Taurus,0,959,671,649,490,Male,59,Shared Hobbies,66,2,What's your go-to feel good movie or series?,415,850,11:27 AM,11:49 AM,0
312,Mikol Toffaloni,20,Male,Heterosexual,San Jose del Monte,Undergraduate degree,Financial Analyst,218,1,Christian,Marriage,Scorpio,1,41,531,898,757,Male,95,Shared Values,834,3,What would you guess about me that isn't on my profile?,354,173,5:39 PM,3:28 PM,0
313,Saudra Dighton,21,Female,Pansexual,Olongapo City,Graduate degree,Software Engineer IV,230,1,Agnostic,Marriage,Scorpio,1,721,101,368,214,Female,25,Shared Hobbies,674,3,What's a really sexy name for someone?,514,55,4:34 PM,3:33 AM,0
314,Renie McLafferty,23,Female,Asexual,Lipa City,In college,Food Chemist,140,0,Agnostic,Something casual,Libra,1,849,649,702,370,Female,66,Shared Hobbies,54,4,What's your impression of me from my profile?,257,625,5:05 PM,11:01 AM,0
315,Celinda Tales,31,Male,Bisexual,Iloilo City,Graduate degree,Safety Technician IV,212,1,INC,Marriage,Sagittarius,1,858,476,815,888,Agender,50,Shared Interests,290,3,What would you guess about me that isn't on my profile?,496,643,3:14 PM,4:09 PM,1
316,Antony Borley,31,Male,Homosexual,Lapu-Lapu City,High school,Human Resources Manager,240,0,Christian,Marriage,Aries,0,346,363,657,967,Male,7,Shared Values,314,4,Who's your favorite LGBTQ+ icon and why?,600,440,4:45 PM,2:07 PM,0
317,Elyssa Sefton,38,Female,Homosexual,Iloilo City,High school,Programmer I,239,1,Atheist,Relationship,Leo,1,953,655,726,429,Female,25,Shared Interests,841,5,What's your go-to feel good movie or series?,536,91,7:11 PM,11:27 AM,1
318,Stavro Glasspool,20,Female,Pansexual,Zamboanga City,In college,Payment Adjustment Coordinator,206,1,INC,Don't know yet,Virgo,0,291,530,22,869,Male,37,Shared Values,949,2,What's the first thing you find attractive in someone?,868,257,6:24 PM,5:20 AM,1
319,Archer Kairns,20,Female,Bisexual,Olongapo City,High school,Assistant Professor,148,1,Born Again Christian,Marriage,Libra,0,298,819,953,697,Male,27,Shared Hobbies,699,2,When do you feel at your sexiest?,829,590,2:02 AM,11:03 PM,0
320,Fair Coverlyn,29,Male,Heterosexual,Makati,Graduate degree,Systems Administrator II,220,1,Born Again Christian,Don't know yet,Cancer,0,339,454,741,674,Male,45,Shared Values,802,2,What's your go-to feel good movie or series?,566,430,8:16 PM,5:29 PM,0
321,Hurlee Catton,36,Male,Homosexual,Lucena City,In grad school,Social Worker,172,0,Catholic,Something casual,Sagittarius,0,485,89,724,224,Male,88,Shared Interests,654,3,What would you guess about me that isn't on my profile?,120,749,8:08 AM,8:29 PM,1
322,Riccardo McCobb,28,Agender,Homosexual,Lipa City,Graduate degree,Staff Scientist,138,1,Catholic,Marriage,Scorpio,0,331,231,854,118,Male,45,Shared Interests,117,1,Who's your favorite LGBTQ+ icon and why?,573,408,12:22 PM,8:30 PM,1
323,Guthrie Durden,40,Male,Heterosexual,General Santos City,In grad school,Cost Accountant,221,1,Buddhist,Marriage,Aquarius,1,279,116,766,903,Male,2,Shared Values,559,1,What would you guess about me that isn't on my profile?,573,991,10:15 AM,4:51 AM,0
324,Maynord Umfrey,33,Genderqueer,Asexual,Lapu-Lapu City,Undergraduate degree,Help Desk Technician,233,1,Christian,Don't know yet,Virgo,1,953,296,655,832,Male,25,Shared Interests,491,5,Who's your favorite LGBTQ+ icon and why?,955,939,9:54 AM,8:05 PM,1
325,Abbe Isoldi,35,Non-binary,Homosexual,Lucena City,Graduate degree,Account Representative I,240,0,Atheist,Marriage,Libra,0,144,529,291,589,Polygender,32,Shared Interests,106,4,Who's your favorite LGBTQ+ icon and why?,597,389,9:56 PM,10:55 AM,1
326,Shina Nann,35,Female,Bisexual,General Santos City,Graduate degree,Quality Control Specialist,217,1,Agnostic,Relationship,Gemini,1,485,906,792,456,Female,36,Shared Hobbies,350,1,What's the first thing you find attractive in someone?,199,85,6:08 AM,3:31 AM,0
327,Lucina Arnould,20,Male,Bisexual,Bacolod,Undergraduate degree,Systems Administrator IV,122,0,Catholic,Relationship,Capricorn,0,552,19,111,822,Female,25,Shared Values,561,4,What would you guess about me that isn't on my profile?,345,250,3:01 PM,2:55 AM,1
328,Gothart Brimilcombe,27,Male,Asexual,Antipolo City,In college,Accounting Assistant II,135,0,Hindu,Something casual,Libra,0,948,935,400,84,Male,40,Shared Hobbies,346,1,When do you feel at your sexiest?,850,905,11:49 PM,7:49 AM,1
329,Granger Buret,36,Female,Bisexual,Lucena City,In grad school,Programmer Analyst II,224,1,Catholic,Something casual,Aries,1,279,415,835,157,Male,34,Shared Values,239,5,What would you guess about me that isn't on my profile?,462,461,5:30 AM,12:25 AM,1
330,Selene Tivers,19,Female,Heterosexual,General Santos City,In college,Tax Accountant,239,0,Agnostic,Relationship,Scorpio,1,257,641,608,836,Female,93,Shared Values,300,4,What's your go-to feel good movie or series?,650,48,7:38 AM,5:26 AM,1
331,Davida Froom,28,Female,Asexual,Taguig,In grad school,Senior Cost Accountant,227,0,Christian,Relationship,Pisces,1,588,525,927,746,Female,59,Shared Interests,391,2,What's the first thing you find attractive in someone?,174,296,7:13 AM,2:14 PM,0
332,Annaliese Cappleman,28,Male,Homosexual,Quezon City,High school,Senior Financial Analyst,228,1,Catholic,Don't know yet,Aquarius,1,88,307,703,727,Female,81,Shared Interests,177,5,What would you guess about me that isn't on my profile?,614,281,12:48 PM,9:21 PM,0
333,Peterus Skeldinge,18,Female,Asexual,Cagayan de Oro City,In college,General Manager,193,1,Catholic,Relationship,Scorpio,1,771,82,803,275,Male,55,Shared Interests,880,4,Who's your favorite LGBTQ+ icon and why?,126,163,6:29 AM,12:57 PM,1
334,Fanechka Ferrarini,32,Female,Asexual,Lucena City,In grad school,Paralegal,127,1,Christian,Relationship,Libra,0,705,119,393,587,Non-binary,15,Shared Values,195,3,What's your go-to feel good movie or series?,191,539,1:19 PM,5:12 PM,1
335,Ado Frarey,25,Male,Homosexual,Olongapo City,In college,Administrative Assistant III,249,0,Born Again Christian,Relationship,Scorpio,1,281,686,490,188,Male,84,Shared Values,6,1,Who's your favorite LGBTQ+ icon and why?,927,370,11:41 PM,10:00 AM,0
336,Bernadine Crate,36,Male,Heterosexual,Taguig,High school,Chemical Engineer,148,1,Born Again Christian,Marriage,Taurus,1,303,528,877,340,Female,61,Shared Interests,952,4,What would you do on a rainy Sunday?,321,760,4:38 AM,2:11 AM,1
