User ID,Name,Age,Gender,Sexual Orientation,Location,Education,Occupation,Height (in cm),Smoking/ Drinking preferences,Religion,Relationship goals,Horoscope,Verification,Blocked users,Liked users,Disliked users,Matches,Preferred_gender,Distance_radius(in KM),Compatibility_factors,Question_id,Category,Question,Message_id,User_id,Time_started,Time_closed,Deleted_conversation
246,Neron Sharplin,99,Female,Heterosexual,Cho-airong,Graduate degree,Staff Scientist,234,0,INC,Something casual,Cancer,1,830,390,796,240,Male,32,Shared Hobbies,716,3,When do you feel at your sexiest?,729,233,10:06 PM,3:38 AM,0
247,Joey Darrach,66,Male,Asexual,Potosí,In grad school,Research Assistant I,161,0,Catholic,Relationship,Aries,0,303,328,245,986,Male,90,Shared Values,126,1,What would you guess about me that isn't on my profile?,808,456,6:23 PM,9:32 AM,0
248,Nichole Tamas,93,Female,Homosexual,Mabunga,Undergraduate degree,Legal Assistant,128,0,Catholic,Relationship,Sagittarius,0,778,139,937,815,Female,63,Shared Values,914,2,Who's your favorite LGBTQ+ icon and why?,782,679,12:44 PM,5:08 PM,0
249,Vanya Lehrle,51,Female,Homosexual,Murindó,High school,Business Systems Development Analyst,166,0,INC,Don't know yet,Cancer,1,898,106,406,751,Male,30,Shared Values,255,3,Who's your favorite LGBTQ+ icon and why?,482,188,6:27 PM,4:43 AM,0
250,Naomi Waterhowse,33,Male,Asexual,Qinghua,In college,Accountant II,126,1,Christian,Something casual,Gemini,1,33,844,104,846,Female,8,Shared Values,197,1,What's your go-to feel good movie or series?,953,10,6:10 PM,1:53 PM,0
251,Darsey Paskerful,73,Male,Homosexual,Burgau,In grad school,Software Engineer I,243,1,Agnostic,Relationship,Aries,1,874,570,134,409,Female,95,Shared Interests,546,1,What's a really sexy name for someone?,349,839,8:55 AM,6:11 AM,0
252,Fredia Peschke,30,Male,Homosexual,Šmarje pri Jelšah,In college,Professor,237,0,INC,Relationship,Virgo,0,407,168,266,928,Female,84,Shared Hobbies,491,3,What's your impression of me from my profile?,986,78,7:20 PM,9:10 AM,1
253,Sonnie Bastow,28,Male,Homosexual,Koryčany,High school,Cost Accountant,248,0,Hindu,Don't know yet,Leo,0,62,179,432,490,Male,38,Shared Interests,517,3,What's the funniest nickname someone has for you?,695,729,4:33 PM,6:18 AM,1
254,Elise Spiby,95,Polygender,Heterosexual,Korop,Undergraduate degree,Desktop Support Technician,249,1,Buddhist,Something casual,Libra,0,607,288,45,426,Female,86,Shared Interests,510,1,What's your go-to feel good movie or series?,312,511,3:59 PM,12:52 AM,1
255,Adelheid Jura,77,Female,Bisexual,Cepões,In grad school,Associate Professor,199,1,Hindu,Relationship,Capricorn,0,79,445,4,791,Female,13,Shared Interests,824,1,What's a really sexy name for someone?,351,369,11:52 PM,6:38 AM,0
256,Quinn Purselow,93,Male,Pansexual,Agrela,Undergraduate degree,Structural Engineer,148,1,Buddhist,Don't know yet,Libra,1,185,259,140,837,Female,15,Shared Interests,636,3,What's your go-to feel good movie or series?,641,458,9:08 AM,11:14 AM,1
257,Mallory Nuton,38,Female,Bisexual,Oof,In college,Administrative Officer,240,0,Born Again Christian,Something casual,Libra,0,402,983,388,384,Female,98,Shared Interests,845,2,What's the funniest nickname someone has for you?,377,52,10:51 AM,10:09 PM,0
258,Bartholemy Patullo,89,Non-binary,Pansexual,Gorshechnoye,Undergraduate degree,Administrative Officer,218,1,INC,Marriage,Scorpio,0,866,542,205,696,Male,94,Shared Values,137,2,What's something you've done and will never do again?,682,956,2:09 AM,7:28 AM,0
259,Lelia Ragot,44,Female,Asexual,Moss,High school,Cost Accountant,218,0,Catholic,Don't know yet,Virgo,0,845,195,293,121,Bigender,63,Shared Interests,932,3,What's your go-to feel good movie or series?,723,389,10:16 AM,10:36 AM,0
260,Murray Gowlett,32,Female,Heterosexual,Kraśnik,High school,Senior Quality Engineer,192,1,Born Again Christian,Something casual,Sagittarius,1,365,996,437,255,Male,92,Shared Interests,838,4,What's the first thing you find attractive in someone?,460,232,7:19 AM,10:28 PM,1
261,Morgun Souch,78,Female,Bisexual,Carepa,In grad school,Accountant I,210,0,Christian,Marriage,Capricorn,0,324,264,659,473,Male,38,Shared Hobbies,421,4,What's your go-to feel good movie or series?,570,50,3:55 PM,5:46 AM,0
262,Kahlil Reason,90,Male,Asexual,Ganchazi,Undergraduate degree,Nurse Practicioner,249,0,Buddhist,Marriage,Pisces,0,900,662,949,259,Male,70,Shared Values,38,5,What's the funniest nickname someone has for you?,613,111,9:41 PM,9:32 AM,0
263,Ambur Simkin,54,Female,Heterosexual,Sepahua,Undergraduate degree,VP Quality Control,154,1,Hindu,Marriage,Aries,1,783,913,917,813,Female,92,Shared Interests,444,3,What's the first thing you find attractive in someone?,288,207,6:11 AM,4:08 PM,1
264,Ninetta Hyett,57,Male,Pansexual,Cocobeach,In grad school,Software Consultant,199,1,Hindu,Relationship,Libra,1,386,33,533,103,Female,27,Shared Values,592,1,What would you do on a rainy Sunday?,126,364,10:40 PM,7:28 AM,0
265,Hershel De Mico,31,Female,Asexual,São Mateus do Maranhão,Graduate degree,Automation Specialist II,135,1,Atheist,Relationship,Leo,1,163,17,962,707,Male,10,Shared Values,917,5,What's something you've done and will never do again?,593,817,1:20 PM,9:43 AM,1
266,Jenda McMullen,100,Female,Homosexual,Kolape,In grad school,Quality Control Specialist,247,0,Christian,Don't know yet,Aries,0,555,404,432,269,Female,4,Shared Values,734,3,What's a really sexy name for someone?,328,254,4:44 PM,10:17 AM,1
267,Tandie Freeth,41,Male,Asexual,Monroe,High school,Structural Engineer,139,0,Agnostic,Relationship,Pisces,0,347,818,414,176,Female,30,Shared Values,216,2,What's the funniest nickname someone has for you?,716,104,12:13 AM,9:10 PM,0
268,Korie Kirkby,80,Male,Pansexual,Uspenka,In grad school,Analyst Programmer,184,0,INC,Don't know yet,Scorpio,1,545,471,719,94,Female,65,Shared Hobbies,346,4,What's a really sexy name for someone?,923,468,12:58 AM,6:45 PM,1
269,Devland Stoneman,49,Female,Homosexual,Xaysetha,In grad school,Recruiter,150,0,Agnostic,Marriage,Cancer,1,109,832,703,110,Male,76,Shared Values,32,2,What's something you've done and will never do again?,434,694,11:52 AM,11:50 AM,1
270,Lucias Blenkhorn,93,Male,Asexual,Abdurahmoni Jomí,Undergraduate degree,Systems Administrator III,217,1,Born Again Christian,Something casual,Cancer,0,621,952,509,449,Male,31,Shared Interests,617,1,What's your go-to feel good movie or series?,585,374,7:01 PM,12:09 PM,1
271,Erastus O'Fihillie,56,Female,Pansexual,Santa Cruz de Barahona,Undergraduate degree,Accountant IV,146,1,INC,Something casual,Aquarius,0,186,852,645,192,Male,89,Shared Interests,755,2,What's something you've done and will never do again?,759,590,12:06 AM,2:07 AM,1
272,Jolyn Sabathier,50,Male,Heterosexual,Pamoyanan,In grad school,Quality Engineer,183,0,Agnostic,Marriage,Gemini,1,907,26,545,782,Female,18,Shared Hobbies,647,1,What's your impression of me from my profile?,202,423,4:28 AM,2:35 PM,1
273,Penrod Jeste,70,Male,Bisexual,Prudentópolis,Graduate degree,Environmental Tech,167,0,Christian,Something casual,Leo,0,894,929,793,269,Male,85,Shared Interests,141,2,Who's your favorite LGBTQ+ icon and why?,437,200,10:23 PM,9:11 AM,0
274,Jaclin Beacon,69,Non-binary,Bisexual,Chãos,High school,Environmental Specialist,184,0,INC,Don't know yet,Capricorn,1,821,592,564,473,Female,87,Shared Interests,391,5,When do you feel at your sexiest?,584,227,5:18 AM,8:07 PM,0
275,Harbert Quilty,19,Female,Bisexual,Maglaj,Graduate degree,Nurse Practicioner,198,1,Agnostic,Don't know yet,Scorpio,0,902,799,359,1002,Male,76,Shared Hobbies,475,3,Who's your favorite LGBTQ+ icon and why?,285,850,4:02 AM,5:25 AM,1
276,Sarah Litterick,76,Female,Pansexual,Huayang,High school,Accountant II,208,1,Born Again Christian,Relationship,Taurus,1,891,758,115,97,Female,4,Shared Values,590,1,What's your impression of me from my profile?,272,50,5:30 AM,6:07 AM,1
277,Tory Westphal,46,Female,Pansexual,Longgang,Graduate degree,Analyst Programmer,186,1,Hindu,Marriage,Scorpio,1,322,910,362,116,Female,4,Shared Interests,677,3,What's the first thing you find attractive in someone?,674,456,8:16 PM,5:36 AM,1
278,Bird Oldcroft,45,Female,Bisexual,Guatimozín,Undergraduate degree,Legal Assistant,228,1,Hindu,Don't know yet,Gemini,0,671,911,243,81,Female,91,Shared Interests,393,4,What's the first thing you find attractive in someone?,342,611,11:35 PM,9:09 AM,0
279,Stacie Pawelczyk,72,Male,Heterosexual,Putou,In college,Editor,139,1,Catholic,Relationship,Leo,1,662,187,662,696,Female,13,Shared Hobbies,86,1,What would you guess about me that isn't on my profile?,255,467,3:35 PM,4:32 AM,1
280,Myrna Trusslove,47,Male,Homosexual,Banikoara,In grad school,Dental Hygienist,247,1,Agnostic,Marriage,Gemini,0,117,402,385,739,Female,12,Shared Interests,51,1,When do you feel at your sexiest?,611,310,1:45 PM,2:32 PM,0
281,Bianka McAirt,24,Male,Bisexual,Kajiado,In grad school,Occupational Therapist,122,1,Hindu,Relationship,Gemini,0,349,352,78,485,Female,12,Shared Interests,795,3,What's a really sexy name for someone?,262,214,12:18 AM,9:56 PM,1
282,Grace Mackie,27,Female,Asexual,Yangqiao,Undergraduate degree,Health Coach III,185,1,Born Again Christian,Relationship,Aquarius,0,412,210,476,480,Female,71,Shared Interests,735,4,What's your impression of me from my profile?,732,821,4:13 PM,5:29 AM,0
283,Iolanthe Swinnard,29,Female,Bisexual,Jiaotang,In grad school,Senior Editor,214,0,Buddhist,Marriage,Scorpio,1,88,606,801,900,Female,21,Shared Hobbies,583,5,What's something you've done and will never do again?,616,220,4:41 PM,10:15 AM,1
284,Irv Reburn,23,Female,Pansexual,Deder,Undergraduate degree,Geological Engineer,195,0,Hindu,Something casual,Scorpio,0,285,566,397,788,Male,27,Shared Hobbies,237,1,What's the first thing you find attractive in someone?,103,394,5:17 AM,4:19 PM,0
285,Bond Meeus,93,Male,Homosexual,Pau,In grad school,Cost Accountant,149,1,INC,Something casual,Aries,0,975,846,668,740,Male,65,Shared Interests,348,2,What's the funniest nickname someone has for you?,325,917,8:05 PM,9:04 AM,0
286,Caye Schlagman,55,Male,Heterosexual,Jinshan,High school,Senior Editor,216,0,Catholic,Relationship,Virgo,0,40,565,385,621,Female,65,Shared Hobbies,386,3,Who's your favorite LGBTQ+ icon and why?,563,941,10:53 AM,12:14 PM,1
287,Bernard Adess,81,Male,Pansexual,Meiyuan,In college,Desktop Support Technician,170,1,Christian,Don't know yet,Sagittarius,0,624,941,416,208,Male,91,Shared Hobbies,178,1,What's something you've done and will never do again?,476,848,9:41 AM,3:10 AM,0
288,Hewie Rowland,21,Male,Asexual,Ajaccio,High school,Programmer Analyst IV,220,0,INC,Relationship,Scorpio,1,290,979,706,32,Male,71,Shared Values,902,2,What's a really sexy name for someone?,701,532,7:01 AM,7:59 PM,0
289,Phillida Dalinder,43,Male,Heterosexual,Qijiaxi,In college,Software Engineer II,168,1,Agnostic,Don't know yet,Scorpio,1,508,38,108,626,Female,25,Shared Hobbies,562,1,What's a really sexy name for someone?,938,16,7:16 PM,4:44 AM,0
290,Claudelle Heintzsch,24,Polygender,Homosexual,Saraqinishtë,In college,Sales Associate,185,1,Agnostic,Marriage,Aquarius,0,906,255,220,335,Female,64,Shared Interests,418,5,What's a really sexy name for someone?,457,362,5:02 AM,6:33 AM,0
291,Paolo Ticic,36,Male,Asexual,Jabungsisir,Undergraduate degree,Compensation Analyst,211,0,INC,Don't know yet,Aquarius,1,386,544,831,405,Male,73,Shared Interests,763,2,What's your impression of me from my profile?,118,798,2:20 AM,8:58 PM,0
292,Wileen Painswick,60,Male,Bisexual,Wysoka,Undergraduate degree,Pharmacist,204,1,INC,Relationship,Sagittarius,0,20,422,462,718,Female,86,Shared Interests,957,4,What's something you've done and will never do again?,279,361,5:44 PM,1:48 PM,1
293,Tommy Hickin,57,Female,Bisexual,Pidvynohradiv,In college,Software Engineer I,226,0,Catholic,Marriage,Pisces,1,568,518,742,329,Male,26,Shared Hobbies,858,3,What would you do on a rainy Sunday?,164,588,12:37 AM,10:59 PM,0
294,Helaina Ovize,47,Male,Asexual,Besuki Dua,High school,Staff Scientist,191,1,Atheist,Don't know yet,Libra,0,104,578,734,464,Female,77,Shared Hobbies,35,5,What's a really sexy name for someone?,802,203,9:41 PM,10:20 PM,1
295,Mitchel Macvain,54,Female,Heterosexual,Seria,Undergraduate degree,Senior Cost Accountant,142,1,Hindu,Don't know yet,Taurus,1,368,520,359,343,Male,85,Shared Hobbies,275,2,What's a really sexy name for someone?,802,357,4:50 PM,2:38 AM,1
296,Aguie Parncutt,41,Female,Homosexual,Trafaria,Graduate degree,Executive Secretary,183,1,Christian,Something casual,Virgo,1,52,75,390,184,Male,6,Shared Values,427,3,Who's your favorite LGBTQ+ icon and why?,567,409,6:00 AM,8:28 AM,1
297,Corrinne Scott,32,Male,Pansexual,Zhayang,Graduate degree,Compensation Analyst,242,1,Atheist,Marriage,Gemini,0,344,401,668,511,Female,31,Shared Interests,758,3,What's something you've done and will never do again?,886,254,7:23 PM,11:13 AM,1
298,Farah Fowden,53,Male,Heterosexual,Ramanavichy,In grad school,Administrative Officer,187,0,Born Again Christian,Marriage,Libra,0,13,86,766,480,Female,15,Shared Interests,230,3,Who's your favorite LGBTQ+ icon and why?,367,111,1:56 AM,9:01 AM,0
299,Michel Froude,52,Bigender,Pansexual,Mukō,High school,Payment Adjustment Coordinator,203,0,INC,Something casual,Pisces,0,804,613,300,232,Male,14,Shared Values,177,3,What's the funniest nickname someone has for you?,594,428,2:59 PM,1:23 PM,1
300,Michal Cardenas,49,Male,Heterosexual,Divača,In grad school,Analog Circuit Design manager,170,0,Buddhist,Something casual,Sagittarius,1,90,151,44,367,Female,22,Shared Hobbies,133,1,What's a really sexy name for someone?,768,442,9:49 AM,10:09 PM,1
301,Rurik Sarsfield,67,Female,Homosexual,Gengzhuang,In grad school,Analyst Programmer,141,0,Atheist,Marriage,Aries,0,245,85,306,900,Polygender,60,Shared Hobbies,881,1,What's a really sexy name for someone?,190,194,7:20 AM,3:35 AM,1
302,Kellina Giacomucci,34,Genderqueer,Heterosexual,Xiaolou,Undergraduate degree,Speech Pathologist,173,0,Catholic,Don't know yet,Taurus,1,756,589,266,759,Female,58,Shared Hobbies,828,1,What's something you've done and will never do again?,295,477,6:01 PM,2:52 PM,1
303,Paco Rigmond,70,Male,Homosexual,Boyarka,High school,Desktop Support Technician,174,1,Hindu,Marriage,Gemini,1,755,287,8,157,Male,82,Shared Interests,759,1,What's the funniest nickname someone has for you?,171,264,10:35 PM,1:30 PM,0
304,Jamaal Woof,70,Female,Asexual,Pinglumiao,Graduate degree,Software Test Engineer II,202,1,Agnostic,Don't know yet,Cancer,1,474,75,917,791,Male,58,Shared Values,148,2,What would you guess about me that isn't on my profile?,961,410,2:05 AM,2:18 AM,1
305,Abramo Hackleton,88,Female,Homosexual,Alcácer do Sal,High school,Technical Writer,182,1,Hindu,Marriage,Aries,1,368,429,538,37,Male,91,Shared Hobbies,331,3,What's your go-to feel good movie or series?,678,947,7:39 PM,5:14 AM,1
306,Boniface Penk,83,Male,Heterosexual,Huanggang,In college,Occupational Therapist,214,0,Born Again Christian,Marriage,Leo,1,404,855,912,585,Male,17,Shared Values,566,4,When do you feel at your sexiest?,516,383,10:00 PM,9:51 PM,0
307,Jeanette Shaul,65,Male,Heterosexual,Comrat,In college,Speech Pathologist,237,0,Born Again Christian,Marriage,Pisces,0,199,816,70,976,Female,40,Shared Hobbies,617,1,What's the funniest nickname someone has for you?,405,587,6:08 AM,4:14 AM,1
308,Anna-diana Melland,38,Male,Heterosexual,Siekierczyn,Undergraduate degree,Accounting Assistant IV,193,1,Agnostic,Something casual,Scorpio,0,371,963,929,170,Bigender,42,Shared Interests,82,5,What's a really sexy name for someone?,796,985,8:22 PM,2:09 AM,0
309,Rosemonde Ioannou,55,Male,Pansexual,Dazhipo,Undergraduate degree,Marketing Manager,182,0,INC,Marriage,Aries,1,900,188,598,134,Female,81,Shared Hobbies,873,1,What would you guess about me that isn't on my profile?,4,411,3:12 AM,9:24 PM,1
310,Rand St. Quentin,59,Female,Homosexual,Ziębice,Undergraduate degree,Occupational Therapist,231,1,Born Again Christian,Don't know yet,Sagittarius,1,511,211,686,182,Male,74,Shared Hobbies,518,2,What's a really sexy name for someone?,634,800,2:34 PM,12:27 AM,0
311,Natty Dainty,100,Male,Pansexual,Tayturka,High school,Biostatistician I,141,1,Buddhist,Don't know yet,Taurus,0,109,183,44,959,Female,92,Shared Hobbies,368,2,What's a really sexy name for someone?,602,600,4:20 PM,2:12 PM,1
312,Dre Lawlor,30,Female,Homosexual,Kista,High school,Teacher,128,1,Born Again Christian,Don't know yet,Cancer,1,244,4,929,246,Female,90,Shared Hobbies,171,5,When do you feel at your sexiest?,22,310,9:15 PM,6:23 AM,1
313,Graehme Graith,25,Female,Homosexual,Groningen,In grad school,Administrative Officer,171,0,Buddhist,Marriage,Aries,1,803,676,720,739,Male,54,Shared Interests,249,4,What's the funniest nickname someone has for you?,671,277,1:31 AM,7:58 AM,1
314,Maddalena Book,48,Polygender,Heterosexual,Casal da Anja,Undergraduate degree,Analyst Programmer,142,0,Agnostic,Something casual,Aquarius,1,53,55,166,373,Female,50,Shared Interests,646,3,What's the funniest nickname someone has for you?,866,324,7:00 PM,7:23 PM,0
315,Bentley Scothron,24,Female,Asexual,Candi,High school,Clinical Specialist,198,1,INC,Something casual,Sagittarius,1,284,221,634,429,Male,95,Shared Hobbies,565,4,What would you do on a rainy Sunday?,221,299,1:57 PM,11:30 AM,0
316,Chere Pook,92,Female,Asexual,Nkongsamba,High school,Chief Design Engineer,249,0,Buddhist,Relationship,Scorpio,1,328,775,286,418,Female,75,Shared Interests,607,5,Who's your favorite LGBTQ+ icon and why?,904,142,7:27 AM,4:31 AM,1
317,Innis Busen,100,Male,Pansexual,Rudka,Graduate degree,Recruiter,169,1,INC,Marriage,Taurus,0,657,248,559,40,Male,49,Shared Values,821,3,Who's your favorite LGBTQ+ icon and why?,283,723,4:41 PM,7:04 AM,0
318,Tallulah Skermer,24,Female,Heterosexual,Baleber,In college,Social Worker,226,1,Agnostic,Something casual,Libra,0,394,289,575,893,Female,32,Shared Interests,299,1,What's something you've done and will never do again?,193,946,11:55 AM,10:49 AM,1
319,Denise Sockell,61,Genderqueer,Asexual,Samangawah,Graduate degree,Tax Accountant,205,1,Buddhist,Relationship,Sagittarius,1,376,105,307,81,Female,90,Shared Values,699,2,What's your impression of me from my profile?,230,324,8:00 AM,7:53 PM,0
320,Suzanna Mangan,57,Female,Asexual,Emiliano Zapata,Graduate degree,Paralegal,168,0,Hindu,Something casual,Aries,0,859,518,164,737,Female,67,Shared Interests,99,5,What's the first thing you find attractive in someone?,691,678,5:57 AM,10:49 PM,0
321,Galen Breckon,66,Female,Bisexual,Tadjoura,Graduate degree,Occupational Therapist,128,1,INC,Marriage,Pisces,1,942,689,526,415,Genderfluid,52,Shared Hobbies,231,1,What's something you've done and will never do again?,10,614,7:03 PM,9:37 PM,1
322,Nico Brahan,69,Male,Heterosexual,Chóra,High school,Staff Scientist,154,0,Agnostic,Something casual,Scorpio,1,844,427,332,341,Non-binary,6,Shared Interests,301,3,What's something you've done and will never do again?,539,58,3:53 PM,2:48 AM,1
323,Manuel Dally,56,Female,Bisexual,Vierzon,Undergraduate degree,Assistant Media Planner,215,1,Agnostic,Relationship,Cancer,1,279,174,112,717,Male,19,Shared Values,682,1,What's your impression of me from my profile?,883,49,2:55 AM,1:46 PM,1
324,Kipper Fellgett,75,Female,Bisexual,Xiasi,Graduate degree,Recruiter,158,0,Agnostic,Don't know yet,Gemini,1,123,859,318,536,Male,20,Shared Values,749,3,When do you feel at your sexiest?,865,19,9:07 PM,8:47 AM,1
325,Dene Dounbare,57,Male,Asexual,Guangyi,In grad school,Information Systems Manager,128,1,Buddhist,Something casual,Libra,1,196,863,956,879,Male,17,Shared Values,303,1,What's a really sexy name for someone?,394,357,10:26 AM,11:53 PM,0
326,Moss Cottee,66,Male,Bisexual,Tianxin,High school,Analyst Programmer,215,1,Christian,Don't know yet,Leo,0,877,634,56,9,Polygender,17,Shared Values,856,2,What would you guess about me that isn't on my profile?,713,191,1:04 PM,3:29 AM,0
327,Hilliard Semechik,57,Female,Heterosexual,Bairro do Margaça,In grad school,Account Coordinator,233,1,INC,Don't know yet,Cancer,0,944,718,854,550,Genderfluid,37,Shared Interests,230,5,What's the funniest nickname someone has for you?,131,992,2:12 PM,9:28 AM,0
328,Odella Broggetti,58,Female,Heterosexual,Novaya Chigla,In college,VP Sales,167,0,Agnostic,Something casual,Leo,0,952,857,168,2,Female,89,Shared Values,873,4,What's the first thing you find attractive in someone?,211,637,11:37 AM,6:39 AM,1
329,Marco Tobin,70,Male,Homosexual,Fengtang,Graduate degree,Staff Scientist,224,1,Hindu,Something casual,Scorpio,0,617,134,449,599,Male,45,Shared Values,701,4,Who's your favorite LGBTQ+ icon and why?,95,747,11:06 AM,10:43 AM,0
330,Letti McCamish,75,Genderfluid,Pansexual,Tosno,In grad school,VP Product Management,223,1,Catholic,Relationship,Gemini,1,626,273,379,136,Female,93,Shared Interests,246,3,What's a really sexy name for someone?,207,351,10:16 PM,8:35 PM,1
331,Nollie Daubney,89,Female,Pansexual,Beidou,High school,Geologist III,215,0,Born Again Christian,Relationship,Virgo,0,164,653,717,427,Male,70,Shared Interests,705,3,What's the funniest nickname someone has for you?,341,903,8:09 AM,4:14 PM,1
332,Killian Pirolini,24,Female,Homosexual,Markušica,Graduate degree,Operator,215,1,Catholic,Something casual,Aquarius,1,734,121,581,911,Male,84,Shared Values,877,5,What would you guess about me that isn't on my profile?,545,101,2:29 AM,2:09 PM,1
333,Calypso Chalke,71,Female,Pansexual,Shangyanzhuang,Graduate degree,Assistant Media Planner,160,1,Atheist,Marriage,Sagittarius,0,393,456,723,514,Female,73,Shared Values,707,5,What's something you've done and will never do again?,764,32,12:15 AM,7:38 AM,0
334,Stesha Vondrasek,91,Female,Bisexual,Bairro dos Marinheiros,In college,Developer III,208,0,Buddhist,Marriage,Aries,1,109,852,728,790,Female,22,Shared Interests,24,5,What's your go-to feel good movie or series?,97,188,4:10 AM,12:11 PM,0
335,Chrisse Gaymar,65,Agender,Heterosexual,Vaxholm,Undergraduate degree,Operator,167,0,INC,Don't know yet,Scorpio,1,520,818,620,426,Male,23,Shared Interests,411,3,What's a really sexy name for someone?,241,518,3:11 PM,7:18 PM,1
336,Gardiner Gurys,37,Female,Bisexual,Tarnowskie Góry,High school,Senior Editor,146,0,Catholic,Relationship,Pisces,0,788,933,311,487,Male,33,Shared Hobbies,216,2,Who's your favorite LGBTQ+ icon and why?,788,445,4:20 PM,4:07 AM,0
337,Kendal Duffield,83,Female,Asexual,Skhodnitsa,Undergraduate degree,Sales Representative,174,0,Hindu,Something casual,Scorpio,0,605,288,766,647,Male,95,Shared Interests,675,4,What would you do on a rainy Sunday?,710,402,7:38 AM,6:22 PM,0
338,Chery Towndrow,62,Male,Pansexual,Dabao’anzhen,In college,Media Manager I,174,1,Hindu,Marriage,Libra,1,254,972,225,948,Female,87,Shared Interests,889,1,Who's your favorite LGBTQ+ icon and why?,578,65,10:49 PM,9:16 PM,0
339,Giulia Paal,87,Male,Heterosexual,Arroyo Seco,In grad school,Civil Engineer,121,1,Hindu,Something casual,Aries,1,511,422,991,361,Female,49,Shared Interests,182,4,What's a really sexy name for someone?,730,419,5:18 AM,5:46 PM,0
340,Tana Ree,70,Male,Bisexual,Cavaillon,Graduate degree,Marketing Assistant,179,1,Hindu,Relationship,Virgo,1,971,389,146,385,Female,81,Shared Hobbies,410,3,What's your impression of me from my profile?,625,283,5:38 AM,6:25 AM,1
341,Brad Sissens,84,Male,Bisexual,Yixi,High school,Analog Circuit Design manager,220,1,Agnostic,Marriage,Aquarius,1,940,688,286,964,Male,82,Shared Hobbies,222,4,What would you do on a rainy Sunday?,305,203,3:16 PM,7:21 PM,1
342,Clio Abramchik,79,Female,Pansexual,Daxi,Graduate degree,Librarian,215,1,Born Again Christian,Relationship,Gemini,0,772,159,75,209,Female,56,Shared Interests,372,5,What's a really sexy name for someone?,44,811,9:46 PM,2:01 AM,0
343,Joete Sickert,55,Male,Homosexual,San Cristóbal,Undergraduate degree,Cost Accountant,166,0,Christian,Don't know yet,Aquarius,1,202,403,737,812,Female,27,Shared Hobbies,420,2,What's the first thing you find attractive in someone?,710,912,11:04 PM,9:37 AM,0
344,Arther Kilner,18,Female,Pansexual,Pacar,In college,Sales Associate,134,0,Agnostic,Something casual,Pisces,1,899,47,411,854,Male,87,Shared Interests,293,4,What's your go-to feel good movie or series?,379,872,4:55 PM,12:00 AM,1
345,Bendick Rowth,36,Female,Bisexual,Tamuning-Tumon-Harmon Village,In grad school,Quality Control Specialist,165,0,Buddhist,Don't know yet,Leo,0,806,833,98,74,Male,68,Shared Interests,32,1,What's something you've done and will never do again?,72,250,9:59 AM,8:41 AM,0
346,Mandi Pinor,30,Male,Pansexual,Svetlyy Yar,High school,Payment Adjustment Coordinator,191,1,Buddhist,Relationship,Capricorn,1,711,703,68,621,Female,61,Shared Values,607,4,What's something you've done and will never do again?,327,770,6:26 PM,5:52 AM,1
347,Stafani Garvagh,59,Male,Bisexual,Bejucal,In grad school,Safety Technician I,158,0,Hindu,Marriage,Gemini,1,319,216,117,915,Female,52,Shared Values,790,1,What's the first thing you find attractive in someone?,422,779,11:38 AM,2:30 AM,1
348,Andres Ygo,66,Male,Asexual,Tanda,High school,Geologist III,193,1,Born Again Christian,Relationship,Taurus,1,512,629,941,523,Male,91,Shared Values,395,1,What's the funniest nickname someone has for you?,888,641,10:21 PM,9:48 PM,1
349,Madalena Merle,71,Male,Heterosexual,Pandakan,Undergraduate degree,VP Accounting,138,1,Atheist,Something casual,Virgo,0,146,130,620,136,Female,100,Shared Interests,28,4,What would you guess about me that isn't on my profile?,725,427,11:27 AM,2:30 PM,1
350,Vanna Adamovicz,55,Genderfluid,Heterosexual,Tapas,High school,Financial Analyst,126,1,Born Again Christian,Relationship,Pisces,0,213,500,504,827,Female,3,Shared Hobbies,544,3,What's the first thing you find attractive in someone?,228,807,9:43 AM,9:13 AM,0
351,Carling Bogey,29,Genderfluid,Pansexual,Petrópolis,Graduate degree,Product Engineer,163,0,Hindu,Marriage,Leo,1,366,393,123,552,Male,38,Shared Interests,352,4,What's your go-to feel good movie or series?,869,659,11:26 PM,9:32 AM,1
352,Babb Cunrado,80,Male,Bisexual,Mhlume,Graduate degree,Account Executive,126,0,Hindu,Relationship,Sagittarius,1,813,839,819,76,Female,16,Shared Hobbies,367,5,When do you feel at your sexiest?,528,704,5:41 PM,8:51 PM,0
353,Emmey Devereux,27,Male,Asexual,Wonokerto,High school,Legal Assistant,133,0,Agnostic,Don't know yet,Virgo,0,97,306,625,640,Female,77,Shared Hobbies,344,4,When do you feel at your sexiest?,168,340,7:38 AM,11:04 AM,0
354,Jourdan Antcliffe,72,Male,Heterosexual,Penza,In grad school,Teacher,178,1,Born Again Christian,Something casual,Cancer,1,147,436,551,788,Female,57,Shared Interests,626,4,What's a really sexy name for someone?,921,96,3:11 AM,6:57 PM,0
355,Keefer Stobbart,94,Male,Asexual,Telmin Suma,Undergraduate degree,Structural Engineer,190,1,Christian,Don't know yet,Pisces,1,233,815,782,220,Male,90,Shared Hobbies,724,1,When do you feel at your sexiest?,233,279,6:19 PM,8:18 AM,0
356,Carmella Avo,30,Female,Heterosexual,Boketu,In college,Chemical Engineer,248,1,INC,Marriage,Libra,0,105,108,142,803,Female,6,Shared Interests,109,2,What's the first thing you find attractive in someone?,926,849,6:14 AM,11:25 PM,1
